Restoran Adı,Sipariş No,Restoran ID,Teslimat Tipi,Ödeme Yöntemi,Ödeme Yöntemi.1,Sipariş Durumu,Siparişin Alındığı Tarih,Kabul Edilme Zamanı,Tahmini Teslim Alınmaya Hazır Olma Süresi,Teslim Alınmaya Hazır Olma Süresi,Kuryenin Teslim Almaya Yakın Olma Zamanı,Sipariş Teslim Tarihi,Tahmini Teslimat Zamanı,Teslimat zamanı,İptal Edilme Zamanı,İptal Sebebi,İptal Kaynağı,Toplam,Paketleme ücreti,Minimum gönderim tutarı,Unnamed: 21,KDV Bedeli,Sipariş İletim Hizmeti Bedeli,Restoran İndirimi,Restoran Kuponu,Komisyon,Unnamed: 27,Unnamed: 28,Faturalandırılabilir,Ödeme Yapıldı,Tahmini Kazanç,İşletme tarafından tahsil edilmiş nakit tutar,Yemeksepeti'ne geri ödenecek tutar,Ödeme Tutarı,Yemeksepeti İndirimi,Yemeksepeti Tarafından Karşılanan Kupon,Toplam İndirim,Toplam Kupon,Vergi Tutarı,Ürünler
Arthur's Pizza,vz11-mk4c,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,04/12/2024 20:35,04/12/2024 20:35,04/12/2024 20:47,,04/12/2024 20:43,04/12/2024 20:53,04/12/2024 20:53,04/12/2024 20:56,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Milano
Arthur's Pizza,vz11-moha,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,20/11/2024 22:01,20/11/2024 22:02,20/11/2024 22:12,20/11/2024 22:15,20/11/2024 22:21,20/11/2024 22:22,20/11/2024 22:31,20/11/2024 22:35,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Verona
Arthur's Pizza,vz11-msi5,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,01/12/2024 21:47,01/12/2024 21:47,01/12/2024 21:59,01/12/2024 21:56,01/12/2024 22:15,01/12/2024 22:16,01/12/2024 22:24,01/12/2024 22:27,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-nt2t,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,29/11/2024 18:52,29/11/2024 18:53,29/11/2024 19:04,,29/11/2024 19:01,29/11/2024 19:06,29/11/2024 19:24,29/11/2024 19:20,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Torino
Arthur's Pizza,vz11-o4g8,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,22/11/2024 14:35,22/11/2024 14:35,22/11/2024 14:46,,22/11/2024 14:38,22/11/2024 14:47,22/11/2024 15:01,22/11/2024 14:57,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-oc73,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,14/12/2024 16:42,14/12/2024 16:42,14/12/2024 16:54,,14/12/2024 16:53,14/12/2024 16:56,14/12/2024 17:07,14/12/2024 17:06,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Verona
Arthur's Pizza,vz11-on8z,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,01/12/2024 18:33,01/12/2024 18:33,01/12/2024 18:45,01/12/2024 18:50,01/12/2024 19:09,01/12/2024 19:10,01/12/2024 18:54,01/12/2024 19:23,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-oqin,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/12/2024 17:16,12/12/2024 17:16,12/12/2024 17:27,,12/12/2024 17:20,12/12/2024 17:37,12/12/2024 17:44,12/12/2024 17:59,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Roma
Arthur's Pizza,vz11-ovd5,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,30/11/2024 19:13,30/11/2024 19:13,30/11/2024 19:25,,30/11/2024 19:22,30/11/2024 19:29,30/11/2024 19:40,30/11/2024 19:42,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-po4n,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,19/11/2024 22:02,19/11/2024 22:02,19/11/2024 22:13,,19/11/2024 22:07,19/11/2024 22:17,19/11/2024 22:19,19/11/2024 22:21,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Milano
Arthur's Pizza,vz11-rnxo,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,30/11/2024 19:32,30/11/2024 19:32,30/11/2024 19:46,30/11/2024 19:53,30/11/2024 20:19,30/11/2024 20:22,30/11/2024 20:11,30/11/2024 20:36,,,,"780,00","0,00","0,00","0,00","39,94","74,88","156,00","0,00","124,80","0,00","0,00",evet,,"384,38","0,00","0,00","384,38","0,00","0,00","156,00","0,00","0,00","2 Roma, 2 Coca-Cola (25 cl.)"
Arthur's Pizza,vz11-rzvz,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,29/11/2024 20:18,29/11/2024 20:18,29/11/2024 20:30,,29/11/2024 20:37,29/11/2024 20:37,29/11/2024 20:37,29/11/2024 20:50,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-taj7,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/12/2024 19:38,12/12/2024 19:38,12/12/2024 19:50,,12/12/2024 19:43,12/12/2024 19:51,12/12/2024 20:03,12/12/2024 20:01,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-tf5c,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,13/12/2024 16:16,13/12/2024 16:17,13/12/2024 16:28,,13/12/2024 16:27,13/12/2024 16:29,13/12/2024 16:43,13/12/2024 16:45,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Milano
Arthur's Pizza,vz11-tgtn,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,20/11/2024 18:23,20/11/2024 18:24,20/11/2024 18:37,,20/11/2024 18:36,20/11/2024 18:46,20/11/2024 18:49,20/11/2024 18:54,,,,"680,00","0,00","0,00","0,00","34,82","65,28","136,00","0,00","108,80","0,00","0,00",evet,,"335,10","0,00","0,00","335,10","0,00","0,00","136,00","0,00","0,00","1 Verona, 1 Torino"
Arthur's Pizza,vz11-tjxl,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,22/11/2024 18:16,22/11/2024 18:16,22/11/2024 18:28,,22/11/2024 18:28,22/11/2024 18:29,22/11/2024 18:48,22/11/2024 18:43,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-tyt5,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/12/2024 15:45,12/12/2024 15:45,12/12/2024 15:56,12/12/2024 16:01,12/12/2024 15:49,12/12/2024 16:04,12/12/2024 16:04,12/12/2024 16:07,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-tzn0,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,30/11/2024 14:59,30/11/2024 14:59,30/11/2024 15:11,,30/11/2024 15:02,30/11/2024 15:11,30/11/2024 15:16,30/11/2024 15:18,,,,"390,00","0,00","0,00","0,00","19,97","37,44","78,00","0,00","62,40","0,00","0,00",evet,,"192,19","0,00","0,00","192,19","0,00","0,00","78,00","0,00","0,00","1 Torino, 1 Coca-Cola Zero Sugar (25 cl.)"
Arthur's Pizza,vz11-ujqd,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,22/11/2024 18:37,22/11/2024 18:38,22/11/2024 18:48,,22/11/2024 18:55,22/11/2024 18:56,22/11/2024 19:03,22/11/2024 19:14,,,,"320,00","0,00","0,00","0,00","16,38","30,72","64,00","0,00","51,20","0,00","0,00",evet,,"157,70","0,00","0,00","157,70","0,00","0,00","64,00","0,00","0,00",1 Napolitan
Arthur's Pizza,vz11-ut2t,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,01/12/2024 22:19,01/12/2024 22:19,01/12/2024 22:31,,01/12/2024 22:29,01/12/2024 22:30,01/12/2024 22:47,01/12/2024 22:32,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-v1vt,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,29/11/2024 21:20,29/11/2024 21:20,29/11/2024 21:33,,29/11/2024 21:27,29/11/2024 21:32,29/11/2024 21:48,29/11/2024 21:45,,,,"460,00","0,00","0,00","0,00","28,05","27,60","0,00","150,00","46,00","0,00","66,67",evet,,"141,68","0,00","0,00","141,68","0,00","0,00","0,00","150,00","0,00","1 Milano, 2 Coca-Cola (25 cl.), 1 Su (50 cl.)"
Arthur's Pizza,vz11-w15k,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,01/12/2024 21:26,01/12/2024 21:26,01/12/2024 21:38,01/12/2024 21:32,01/12/2024 22:15,01/12/2024 22:16,01/12/2024 21:51,01/12/2024 22:40,,,,"390,00","0,00","0,00","0,00","28,31","23,40","0,00","100,00","39,00","0,00","79,17",evet,,"120,12","0,00","0,00","120,12","0,00","0,00","0,00","100,00","0,00","1 Torino, 1 Coca-Cola Zero Sugar (25 cl.)"
Arthur's Pizza,vz11-waun,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,12/12/2024 17:37,12/12/2024 17:37,12/12/2024 17:51,12/12/2024 17:58,12/12/2024 17:44,12/12/2024 17:59,12/12/2024 18:02,12/12/2024 18:04,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Milano, 1 Roma"
Arthur's Pizza,vz11-wax5,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,19/11/2024 17:20,19/11/2024 17:20,19/11/2024 17:32,,19/11/2024 17:33,19/11/2024 17:37,19/11/2024 17:44,19/11/2024 17:46,,,,"390,00","0,00","0,00","0,00","28,31","23,40","0,00","100,00","39,00","0,00","79,17",evet,,"120,12","0,00","0,00","120,12","0,00","0,00","0,00","100,00","0,00","1 Coca-Cola Zero Sugar (25 cl.), 1 Milano"
Arthur's Pizza,vz11-wb4c,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,27/11/2024 18:53,27/11/2024 18:53,27/11/2024 19:07,,27/11/2024 19:02,27/11/2024 19:14,27/11/2024 19:20,27/11/2024 19:25,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Milano, 1 Torino"
Arthur's Pizza,vz11-wffw,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,24/11/2024 19:16,24/11/2024 19:16,24/11/2024 19:29,24/11/2024 19:37,24/11/2024 19:45,24/11/2024 19:46,24/11/2024 19:31,24/11/2024 20:00,,,,"390,00","0,00","0,00","0,00","19,97","37,44","78,00","0,00","62,40","0,00","0,00",evet,,"192,19","0,00","0,00","192,19","0,00","0,00","78,00","0,00","0,00","1 Milano, 1 Coca-Cola Zero Sugar (25 cl.)"
Arthur's Pizza,vz11-wymy,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,05/12/2024 13:59,05/12/2024 13:59,05/12/2024 14:10,05/12/2024 14:14,05/12/2024 14:11,05/12/2024 14:16,05/12/2024 14:28,05/12/2024 14:19,,,,"320,00","0,00","0,00","0,00","16,38","30,72","64,00","0,00","51,20","0,00","0,00",evet,,"157,70","0,00","0,00","157,70","0,00","0,00","64,00","0,00","0,00",1 Napolitan
Arthur's Pizza,vz11-xcmi,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,05/12/2024 16:07,05/12/2024 16:07,05/12/2024 16:18,,05/12/2024 16:13,05/12/2024 16:21,05/12/2024 16:24,05/12/2024 16:34,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-xgj2,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,03/12/2024 19:47,03/12/2024 19:47,03/12/2024 19:59,03/12/2024 20:01,03/12/2024 20:15,03/12/2024 20:16,03/12/2024 20:18,03/12/2024 20:27,,,,"320,00","0,00","0,00","0,00","16,38","30,72","64,00","0,00","51,20","0,00","0,00",evet,,"157,70","0,00","0,00","157,70","0,00","0,00","64,00","0,00","0,00",1 Napolitan
Arthur's Pizza,vz11-xtdq,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,04/12/2024 18:04,04/12/2024 18:04,04/12/2024 18:15,,04/12/2024 18:10,04/12/2024 18:20,04/12/2024 18:36,04/12/2024 18:34,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-y1b9,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,20/11/2024 18:58,20/11/2024 18:58,20/11/2024 19:14,,20/11/2024 19:09,20/11/2024 19:33,20/11/2024 19:26,20/11/2024 19:45,,,,"1.020,00","0,00","0,00","0,00","52,22","97,92","204,00","0,00","163,20","0,00","0,00",evet,,"502,66","0,00","0,00","502,66","0,00","0,00","204,00","0,00","0,00","1 Roma, 1 Roma, 1 Verona"
Arthur's Pizza,vz11-yrgz,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,12/12/2024 18:57,12/12/2024 18:58,12/12/2024 19:09,12/12/2024 19:08,12/12/2024 19:09,12/12/2024 19:11,12/12/2024 19:27,12/12/2024 19:29,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-z41m,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,23/11/2024 19:09,23/11/2024 19:09,23/11/2024 19:21,23/11/2024 19:21,23/11/2024 19:21,23/11/2024 19:23,23/11/2024 19:46,23/11/2024 19:32,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-010a,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,01/11/2024 17:29,01/11/2024 17:29,01/11/2024 17:40,,01/11/2024 17:38,01/11/2024 17:39,01/11/2024 17:51,01/11/2024 17:54,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-0g1q,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,02/11/2024 22:59,02/11/2024 22:59,02/11/2024 23:13,,02/11/2024 23:06,02/11/2024 23:19,02/11/2024 23:27,02/11/2024 23:35,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Torino, 1 Verona"
Arthur's Pizza,vz11-0jjf,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,31/10/2024 22:40,31/10/2024 22:41,31/10/2024 22:54,,31/10/2024 22:55,31/10/2024 23:08,31/10/2024 23:06,31/10/2024 23:21,,,,"680,00","0,00","0,00","0,00","53,43","40,80","0,00","150,00","68,00","0,00","158,33",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00",2 Milano
Arthur's Pizza,vz11-0neh,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,31/10/2024 17:39,31/10/2024 17:39,31/10/2024 17:50,31/10/2024 17:47,31/10/2024 17:46,31/10/2024 17:48,31/10/2024 18:04,31/10/2024 17:59,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-0vpm,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,23/10/2024 18:13,23/10/2024 18:13,23/10/2024 18:27,23/10/2024 18:32,23/10/2024 18:33,23/10/2024 18:33,23/10/2024 18:29,23/10/2024 18:40,,,,"660,00","0,00","0,00","0,00","48,58","39,60","0,00","150,00","66,00","0,00","152,54",evet,,"203,28","0,00","0,00","203,28","0,00","0,00","0,00","150,00","0,00","1 Roma, 1 Napolitan"
Arthur's Pizza,vz11-0z0y,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,28/10/2024 15:51,28/10/2024 15:51,28/10/2024 16:02,28/10/2024 16:00,28/10/2024 16:02,28/10/2024 16:05,28/10/2024 16:11,28/10/2024 16:18,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Milano
Arthur's Pizza,vz11-1hpz,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,24/10/2024 17:09,24/10/2024 17:10,24/10/2024 17:22,24/10/2024 17:26,24/10/2024 17:21,24/10/2024 17:26,24/10/2024 17:33,24/10/2024 17:38,,,,"660,00","0,00","0,00","0,00","48,58","39,60","0,00","150,00","66,00","0,00","152,54",evet,,"203,28","0,00","0,00","203,28","0,00","0,00","0,00","150,00","0,00","1 Napolitan, 1 Torino"
Arthur's Pizza,vz11-27nj,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,28/10/2024 21:12,28/10/2024 21:12,28/10/2024 21:24,,28/10/2024 21:19,28/10/2024 21:25,28/10/2024 21:37,28/10/2024 21:38,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Torino
Arthur's Pizza,vz11-27t7,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,01/11/2024 20:15,01/11/2024 20:15,01/11/2024 20:26,01/11/2024 20:24,01/11/2024 20:29,01/11/2024 20:36,01/11/2024 20:36,01/11/2024 20:49,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-2owk,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,24/10/2024 14:26,24/10/2024 14:26,24/10/2024 14:37,24/10/2024 14:40,24/10/2024 14:43,24/10/2024 14:43,24/10/2024 14:51,24/10/2024 14:56,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-2u7r,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,24/10/2024 20:38,24/10/2024 20:39,24/10/2024 20:52,24/10/2024 20:58,24/10/2024 20:52,24/10/2024 20:59,24/10/2024 20:55,24/10/2024 21:05,,,,"680,00","0,00","0,00","0,00","50,74","40,80","0,00","150,00","68,00","0,00","161,02",evet,,"209,44","0,00","0,00","209,44","0,00","0,00","0,00","150,00","0,00","1 Verona, 1 Roma"
Arthur's Pizza,vz11-37bt,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,03/11/2024 21:50,03/11/2024 21:50,03/11/2024 22:01,,03/11/2024 21:57,03/11/2024 22:01,03/11/2024 22:09,03/11/2024 22:09,,,,"320,00","0,00","0,00","0,00","20,24","19,20","0,00","100,00","32,00","0,00","50,00",evet,,"98,56","0,00","0,00","98,56","0,00","0,00","0,00","100,00","0,00",1 Napolitan
Arthur's Pizza,vz11-3fab,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,08/11/2024 21:57,08/11/2024 21:57,08/11/2024 22:12,,08/11/2024 22:07,08/11/2024 22:16,08/11/2024 22:22,08/11/2024 22:24,,,,"870,00","0,00","0,00","0,00","44,54","83,52","174,00","0,00","139,20","0,00","0,00",evet,,"428,74","0,00","0,00","428,74","0,00","0,00","174,00","0,00","0,00","1 Milano, 1 Napolitan, 3 Su (50 cl.), 1 Lipton Ice Tea Şeftali (25 cl.), 1 Coca-Cola (25 cl.), 1 Fanta (25 cl.)"
Arthur's Pizza,vz11-3jb9,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,,Teslim Edildi,24/10/2024 22:33,24/10/2024 22:33,24/10/2024 22:44,,24/10/2024 22:45,24/10/2024 22:55,24/10/2024 22:48,24/10/2024 23:02,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Torino
Arthur's Pizza,vz11-3qx0,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,05/11/2024 22:57,05/11/2024 22:57,05/11/2024 23:08,,05/11/2024 23:03,05/11/2024 23:10,05/11/2024 23:13,05/11/2024 23:16,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-3v8d,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,31/10/2024 22:45,31/10/2024 22:45,31/10/2024 22:57,,31/10/2024 22:54,31/10/2024 23:17,31/10/2024 23:03,31/10/2024 23:25,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-4al8,vz11,Yemeksepeti Teslimatlı,Kapıda Ödeme,YEMEKPAY_CARDPAYMENT,Teslim Edildi,12/11/2024 20:40,12/11/2024 20:41,12/11/2024 20:51,,12/11/2024 20:48,12/11/2024 21:00,12/11/2024 20:55,12/11/2024 21:05,,,,"340,00","0,00","0,00","0,00","17,41","32,64","68,00","0,00","54,40","0,00","0,00",evet,,"167,55","0,00","0,00","167,55","0,00","0,00","68,00","0,00","0,00",1 Milano
Arthur's Pizza,vz11-4b6m,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,15/11/2024 20:29,15/11/2024 20:29,15/11/2024 20:41,15/11/2024 20:43,15/11/2024 20:35,15/11/2024 20:43,15/11/2024 20:55,15/11/2024 20:57,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
Arthur's Pizza,vz11-4fk6,vz11,Yemeksepeti Teslimatlı,Online,,Teslim Edildi,23/10/2024 17:16,23/10/2024 17:16,23/10/2024 17:27,,23/10/2024 17:21,23/10/2024 17:29,23/10/2024 17:31,23/10/2024 17:34,,,,"340,00","0,00","0,00","0,00","21,56","20,40","0,00","100,00","34,00","0,00","59,32",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Roma
Arthur's Pizza,vz11-4m24,vz11,Yemeksepeti Teslimatlı,Online,YEMEKPAY_CREDITCARD,Teslim Edildi,05/11/2024 20:25,05/11/2024 20:25,05/11/2024 20:36,,05/11/2024 20:33,05/11/2024 20:37,05/11/2024 20:45,05/11/2024 20:45,,,,"340,00","0,00","0,00","0,00","22,55","20,40","0,00","100,00","34,00","0,00","58,33",evet,,"104,72","0,00","0,00","104,72","0,00","0,00","0,00","100,00","0,00",1 Torino
